date,product_id,quantity,price
2024-06-04,7211,5,924.64
2024-06-05,2733,5,898.8
2024-06-06,9485,12,156.81
2024-06-07,9477,4,639.06
2024-06-08,6440,19,552.62
2024-06-09,9865,17,462.48
2024-06-10,8032,18,438.88
2024-06-11,6856,16,767.79
2024-06-12,2391,6,215.64
2024-06-13,4670,1,224.6
2024-06-14,6379,10,199.07
2024-06-15,7155,16,478.99
2024-06-16,1518,5,105.93
2024-06-17,2176,12,774.02
2024-06-18,1623,15,809.08
2024-06-19,4134,5,689.35
2024-06-20,5850,19,697.73
2024-06-21,7075,19,758.25
2024-06-22,1259,2,508.86
2024-06-23,9420,2,649.22
2024-06-24,3530,4,786.84
2024-06-25,9315,4,152.58
2024-06-26,3354,6,898.94
2024-06-27,2436,10,341.92
2024-06-28,5464,18,968.69
2024-06-29,2492,7,778.99
2024-06-30,3657,14,613.62
2024-07-01,2806,3,945.61
2024-07-02,1143,8,206.0
2024-07-03,4548,10,428.83
2024-07-04,5617,15,431.09
2024-07-05,1122,9,909.14
2024-07-06,5598,13,646.78
2024-07-07,1938,10,948.73
2024-07-08,4676,19,784.64
2024-07-09,5887,16,204.15
2024-07-10,7467,17,905.02
2024-07-11,6891,4,556.85
2024-07-12,6281,13,254.59
2024-07-13,1043,4,906.67
2024-07-14,8153,16,295.19
2024-07-15,7101,14,370.3
2024-07-16,6308,17,369.25
2024-07-17,3301,8,749.79
2024-07-18,6758,13,982.58
2024-07-19,7511,6,740.32
2024-07-20,5130,20,626.94
2024-07-21,8286,7,238.6
2024-07-22,4566,2,242.28
2024-07-23,3073,15,726.23
2024-07-24,5754,15,568.99
2024-07-25,3577,3,508.69
2024-07-26,9433,8,357.98
2024-07-27,8525,5,168.1
2024-07-28,5738,6,856.7
2024-07-29,7226,11,127.27
2024-07-30,4607,3,133.76
2024-07-31,5432,14,360.67
2024-08-01,2625,17,343.14
2024-08-02,6999,3,438.14
2024-08-03,4259,18,444.21
2024-08-04,5998,11,582.91
2024-08-05,9589,15,712.07
2024-08-06,2261,18,566.18
2024-08-07,7684,12,356.87
2024-08-08,4861,6,476.0
2024-08-09,4148,12,552.1
2024-08-10,1439,20,946.92
2024-08-11,7919,2,830.62
2024-08-12,5357,1,712.02
2024-08-13,3654,2,615.75
2024-08-14,2045,11,811.64
2024-08-15,1366,3,281.4
2024-08-16,7936,10,732.87
2024-08-17,1231,2,356.7
2024-08-18,8677,13,123.82
2024-08-19,8863,6,985.73
2024-08-20,4871,18,278.91
2024-08-21,5179,7,630.14
2024-08-22,8487,11,930.45
2024-08-23,9045,10,986.31
2024-08-24,3977,14,632.47
2024-08-25,7150,10,108.51
2024-08-26,4963,15,782.72
2024-08-27,3220,20,594.77
2024-08-28,3756,11,431.21
2024-08-29,9399,6,971.0
2024-08-30,5636,15,236.83
2024-08-31,5032,18,204.69
2024-09-01,1678,4,819.12
2024-09-02,4644,6,543.0
2024-09-03,8723,13,812.97
2024-09-04,8604,13,846.98
2024-09-05,6402,12,663.2
2024-09-06,4153,13,857.67
2024-09-07,2935,18,346.72
2024-09-08,1166,2,568.56
2024-09-09,1468,16,806.35
2024-09-10,4992,4,259.09
2024-09-11,3959,20,193.49
2024-09-12,9752,11,740.69
2024-09-13,6593,8,882.85
2024-09-14,4434,16,291.2
2024-09-15,3688,1,972.76
2024-09-16,5984,15,788.05
2024-09-17,1077,8,665.13
2024-09-18,4455,5,131.53
2024-09-19,4756,4,396.89
2024-09-20,4728,5,162.79
2024-09-21,9453,12,396.72
2024-09-22,4955,13,952.78
2024-09-23,9100,19,434.4
2024-09-24,5044,18,516.19
2024-09-25,1811,11,427.35
2024-09-26,5441,20,167.47
2024-09-27,1787,19,927.1
2024-09-28,6040,8,333.29
2024-09-29,2000,1,732.67
2024-09-30,8771,20,397.08
2024-10-01,2557,13,220.56
2024-10-02,5342,20,215.47
2024-10-03,7073,20,859.03
2024-10-04,6368,18,156.47
2024-10-05,5059,3,522.44
2024-10-06,4580,18,447.89
2024-10-07,9491,19,651.77
2024-10-08,2604,20,658.71
2024-10-09,5249,1,307.43
2024-10-10,6649,3,868.76
2024-10-11,8823,19,946.66
2024-10-12,6946,16,107.74
2024-10-13,5909,7,790.9
2024-10-14,1210,14,901.9
2024-10-15,1361,6,590.05
2024-10-16,9998,9,400.03
2024-10-17,8279,17,237.5
2024-10-18,1837,8,985.5
2024-10-19,8759,10,524.99
2024-10-20,3865,11,919.63
2024-10-21,7751,6,246.11
2024-10-22,5715,11,649.39
2024-10-23,7624,8,727.97
2024-10-24,5200,1,188.71
2024-10-25,4983,9,984.82
2024-10-26,4022,13,950.56
2024-10-27,3259,1,297.32
2024-10-28,9350,4,560.89
2024-10-29,8604,8,877.89
2024-10-30,5169,5,896.5
2024-10-31,1975,19,813.78
2024-11-01,4697,20,797.07
2024-11-02,8377,8,504.02
2024-11-03,9783,16,173.19
2024-11-04,5912,3,879.2
2024-11-05,4078,15,216.65
2024-11-06,1519,1,153.89
2024-11-07,5496,17,579.8
2024-11-08,4044,6,412.28
2024-11-09,1824,12,443.32
2024-11-10,1230,17,953.04
2024-11-11,2722,6,542.59
2024-11-12,1825,15,152.05
2024-11-13,1966,14,875.97
2024-11-14,5902,6,891.36
2024-11-15,5072,9,173.7
2024-11-16,9598,16,218.25
2024-11-17,3828,9,695.13
2024-11-18,5648,13,308.13
2024-11-19,2390,8,799.14
2024-11-20,1691,3,643.66
2024-11-21,2957,7,578.52
2024-11-22,3918,11,728.01
2024-11-23,5564,2,308.29
2024-11-24,7815,18,522.85
2024-11-25,5829,12,153.17
2024-11-26,9608,16,741.53
2024-11-27,2442,13,958.84
2024-11-28,3258,10,150.93
2024-11-29,2346,8,147.05
2024-11-30,6613,20,921.17
2024-12-01,4009,15,284.31
2024-12-02,2531,8,796.05
2024-12-03,4122,1,453.29
2024-12-04,5770,11,815.48
2024-12-05,4687,4,297.14
2024-12-06,7898,8,342.23
2024-12-07,9035,14,502.46
2024-12-08,1863,14,403.67
2024-12-09,6365,1,314.02
2024-12-10,6757,18,517.99
2024-12-11,9716,8,842.62
2024-12-12,8839,11,887.76
2024-12-13,1446,8,890.71
2024-12-14,4091,5,131.74
2024-12-15,1958,1,377.53
2024-12-16,1143,12,991.86
2024-12-17,2596,2,607.55
2024-12-18,9805,13,759.65
2024-12-19,8813,20,103.64
2024-12-20,7905,6,761.43
2024-12-21,7715,10,887.08
2024-12-22,5669,4,430.05
2024-12-23,1344,19,510.31
2024-12-24,9200,10,276.72
2024-12-25,9805,13,534.96
2024-12-26,6372,18,667.61
2024-12-27,2612,1,571.78
2024-12-28,8514,13,741.71
2024-12-29,9125,18,685.53
2024-12-30,9155,13,276.28
2024-12-31,5527,20,382.72
2025-01-01,4357,1,128.11
2025-01-02,8471,18,750.8
2025-01-03,1988,2,475.65
2025-01-04,9594,20,787.16
2025-01-05,3460,14,912.3
2025-01-06,8412,15,564.05
2025-01-07,9527,18,632.17
2025-01-08,7846,16,183.04
2025-01-09,6932,3,993.95
2025-01-10,5792,12,758.43
2025-01-11,5864,7,205.06
2025-01-12,9784,14,284.67
2025-01-13,1162,8,981.59
2025-01-14,1681,3,421.39
2025-01-15,6842,9,510.97
2025-01-16,5422,11,774.47
2025-01-17,2696,3,247.56
2025-01-18,7720,20,912.11
2025-01-19,4789,16,537.28
2025-01-20,4545,5,440.18
2025-01-21,3284,14,826.26
2025-01-22,4774,1,733.09
2025-01-23,1317,10,183.48
2025-01-24,4601,5,744.69
2025-01-25,7789,2,344.81
2025-01-26,3479,5,855.86
2025-01-27,8245,12,320.03
2025-01-28,5099,7,539.4
2025-01-29,3817,2,766.36
2025-01-30,6718,6,200.87
2025-01-31,7547,19,491.17
2025-02-01,7602,17,795.07
2025-02-02,2871,19,648.22
2025-02-03,2421,11,399.31
2025-02-04,1984,12,250.8
2025-02-05,9522,20,758.81
2025-02-06,2970,13,743.36
2025-02-07,2572,17,412.67
2025-02-08,4555,11,335.34
2025-02-09,5151,16,438.71
2025-02-10,8614,17,792.43
2025-02-11,8289,14,862.52
2025-02-12,6575,2,733.06
2025-02-13,2848,11,133.24
2025-02-14,4764,9,937.4
2025-02-15,7755,8,400.98
2025-02-16,4478,17,235.73
2025-02-17,4665,4,388.06
2025-02-18,9706,12,688.68
2025-02-19,7068,8,413.98
2025-02-20,4315,19,271.64
2025-02-21,2504,17,133.86
2025-02-22,2871,10,196.37
2025-02-23,2531,6,109.2
2025-02-24,6650,11,189.7
2025-02-25,8003,6,467.94
2025-02-26,9115,14,129.97
2025-02-27,7938,11,934.18
2025-02-28,7175,15,403.2
2025-03-01,4999,15,385.68
2025-03-02,4030,6,555.17
2025-03-03,1420,17,308.1
2025-03-04,7867,7,936.17
2025-03-05,3220,5,499.26
2025-03-06,2621,1,830.2
2025-03-07,7495,1,521.55
2025-03-08,2097,15,375.52
2025-03-09,5193,19,550.69
2025-03-10,8814,14,778.01
2025-03-11,8247,3,537.15
2025-03-12,6470,9,408.63
2025-03-13,6260,5,680.86
2025-03-14,5448,2,127.97
2025-03-15,3959,9,707.98
2025-03-16,5576,10,178.56
2025-03-17,3063,12,818.6
2025-03-18,2663,1,670.91
2025-03-19,2557,13,832.03
2025-03-20,3172,7,687.23
2025-03-21,3881,12,195.3
2025-03-22,6226,14,878.52
2025-03-23,2569,6,348.29
2025-03-24,1760,1,683.61
2025-03-25,8879,2,511.78
2025-03-26,9033,9,195.41
2025-03-27,5202,7,741.12
2025-03-28,3779,16,124.99
2025-03-29,3938,13,393.87
2025-03-30,4062,19,967.09
2025-03-31,3639,15,245.27
2025-04-01,3601,9,539.37
2025-04-02,5303,8,445.38
2025-04-03,8824,9,573.32
2025-04-04,9373,16,213.65
2025-04-05,5914,9,414.51
2025-04-06,7727,14,363.65
2025-04-07,5954,6,496.16
2025-04-08,1108,19,912.79
2025-04-09,6749,6,620.29
2025-04-10,6157,10,400.75
2025-04-11,9997,5,607.53
2025-04-12,4008,1,732.85
2025-04-13,5347,18,877.49
2025-04-14,6298,17,820.84
2025-04-15,1598,5,192.82
2025-04-16,7939,9,509.22
2025-04-17,8545,1,411.57
2025-04-18,2271,16,906.9
2025-04-19,6337,9,226.16
2025-04-20,7280,12,836.3
2025-04-21,7057,9,957.94
2025-04-22,5599,5,585.48
2025-04-23,4748,4,738.46
2025-04-24,5296,9,217.35
2025-04-25,1523,4,626.61
2025-04-26,9773,16,250.33
2025-04-27,3422,17,150.81
2025-04-28,7489,3,215.07
2025-04-29,6250,5,516.85
2025-04-30,3546,15,442.88
2025-05-01,3825,10,970.46
2025-05-02,7162,6,271.56
2025-05-03,9229,17,453.72
2025-05-04,1172,3,615.92
2025-05-05,3038,8,377.39
2025-05-06,5544,2,885.87
2025-05-07,4826,10,103.7
2025-05-08,4701,8,427.07
2025-05-09,1466,14,572.83
2025-05-10,4336,8,470.11
2025-05-11,9256,15,933.27
2025-05-12,7187,13,830.98
2025-05-13,9489,20,950.07
2025-05-14,2322,10,204.58
2025-05-15,7157,3,254.54
2025-05-16,4711,1,494.91
2025-05-17,7702,16,940.9
2025-05-18,3305,2,118.79
2025-05-19,6762,4,496.95
2025-05-20,7722,6,459.07
2025-05-21,4533,5,586.57
2025-05-22,9334,18,784.3
2025-05-23,3237,18,618.14
2025-05-24,2930,20,331.02
2025-05-25,1718,19,115.6
2025-05-26,7826,3,271.5
2025-05-27,9194,17,313.2
2025-05-28,1940,7,221.98
2025-05-29,3181,12,851.47
2025-05-30,5759,9,488.5
2025-05-31,4421,14,660.75
2025-06-01,6584,20,453.47
2025-06-02,8335,9,398.0
2025-06-03,4212,13,797.19
2025-06-04,2428,16,634.78
2025-06-05,1570,8,305.71
2025-06-06,7765,8,558.39
2025-06-07,1797,7,529.6
2025-06-08,5229,17,670.92
2025-06-09,6159,13,286.51
2025-06-10,3929,16,138.88
2025-06-11,8263,18,589.48
2025-06-12,1249,19,237.72
2025-06-13,2889,5,564.32
2025-06-14,1058,9,660.5
2025-06-15,6327,8,595.04
2025-06-16,3791,6,453.78
2025-06-17,8058,14,766.6
2025-06-18,1862,5,799.32
2025-06-19,9565,8,868.16
2025-06-20,3759,9,307.0
2025-06-21,1408,12,840.29
2025-06-22,7098,2,632.44
2025-06-23,8717,6,582.2
2025-06-24,3802,17,207.99
2025-06-25,3983,10,526.45
2025-06-26,2958,8,582.19
2025-06-27,6824,17,673.98
2025-06-28,8754,13,113.91
2025-06-29,4721,14,883.2
2025-06-30,9870,1,771.95
2025-07-01,8362,20,224.71
2025-07-02,7138,12,392.35
2025-07-03,5641,13,273.28
2025-07-04,6522,14,333.53
2025-07-05,8984,10,249.39
2025-07-06,3437,12,149.79
2025-07-07,9537,13,123.8
2025-07-08,6085,7,950.2
2025-07-09,9938,20,393.76
2025-07-10,3129,16,225.73
2025-07-11,5494,9,651.2
2025-07-12,9439,14,406.2
2025-07-13,1743,18,303.36
2025-07-14,9256,12,222.79
2025-07-15,6568,6,684.55
2025-07-16,1546,2,338.92
2025-07-17,2394,8,122.3
2025-07-18,6259,16,498.26
2025-07-19,2376,6,492.26
2025-07-20,6381,16,653.64
2025-07-21,9200,8,985.66
2025-07-22,6134,17,943.17
2025-07-23,3136,18,235.43
2025-07-24,1396,5,880.1
2025-07-25,8391,8,815.96
2025-07-26,7285,14,275.68
2025-07-27,3343,15,153.93
2025-07-28,8254,17,802.23
2025-07-29,3725,8,384.76
2025-07-30,7839,7,748.48
2025-07-31,1056,5,714.43
2025-08-01,9716,15,401.42
2025-08-02,3863,11,829.37
2025-08-03,9071,10,312.63
2025-08-04,5441,19,606.32
2025-08-05,1761,16,986.78
2025-08-06,1752,13,178.11
2025-08-07,7661,17,523.5
2025-08-08,9894,20,839.49
2025-08-09,7604,17,916.56
2025-08-10,5983,17,634.75
2025-08-11,1507,11,509.31
2025-08-12,5038,19,477.39
2025-08-13,7899,4,826.46
2025-08-14,1075,7,901.54
2025-08-15,8984,3,407.84
2025-08-16,3317,6,812.09
2025-08-17,2302,3,736.52
2025-08-18,5716,13,393.04
2025-08-19,4923,18,152.43
2025-08-20,1167,7,312.34
2025-08-21,3305,4,104.76
2025-08-22,2735,7,582.95
2025-08-23,8812,7,531.72
2025-08-24,4008,5,789.46
2025-08-25,5619,20,335.38
2025-08-26,1620,11,417.85
2025-08-27,1460,8,408.81
2025-08-28,4534,8,763.66
2025-08-29,2713,9,331.85
2025-08-30,4805,11,542.64
2025-08-31,6906,16,817.15
2025-09-01,2666,7,517.82
2025-09-02,7678,15,158.82
2025-09-03,2925,16,570.33
2025-09-04,8225,10,499.91
2025-09-05,2150,19,430.48
2025-09-06,7996,2,205.05
2025-09-07,9003,3,458.67
2025-09-08,5962,8,861.79
2025-09-09,6696,14,464.01
2025-09-10,4054,7,396.62
2025-09-11,8904,11,915.92
2025-09-12,4984,15,424.22
2025-09-13,6335,10,213.68
2025-09-14,8875,1,774.34
2025-09-15,5363,1,798.72
2025-09-16,8948,15,989.83
2025-09-17,6766,20,745.71
2025-09-18,8389,7,198.48
2025-09-19,2543,3,462.7
2025-09-20,8228,4,170.1
2025-09-21,2511,19,278.85
2025-09-22,5471,9,739.37
2025-09-23,9104,20,573.84
2025-09-24,1411,5,352.26
2025-09-25,2438,7,607.31
2025-09-26,3317,10,726.95
2025-09-27,9495,14,315.72
2025-09-28,6126,17,128.65
2025-09-29,7698,11,473.13
2025-09-30,4935,13,841.32
2025-10-01,9858,4,480.28
2025-10-02,4981,6,408.02
2025-10-03,4694,2,875.21
2025-10-04,7658,7,377.18
2025-10-05,7024,10,217.59
2025-10-06,8601,2,764.8
2025-10-07,3695,11,492.65
2025-10-08,6571,11,194.82
2025-10-09,1615,8,495.52
2025-10-10,6758,1,141.56
2025-10-11,5947,14,257.45
2025-10-12,9869,16,503.77
2025-10-13,7609,10,609.71
2025-10-14,8748,8,936.18
2025-10-15,6656,2,333.63
2025-10-16,6164,1,264.01
2025-10-17,2531,11,551.63
2025-10-18,5074,18,848.78
2025-10-19,5576,20,300.67
2025-10-20,7892,15,837.8
2025-10-21,9094,15,521.21
2025-10-22,9903,9,512.81
2025-10-23,9810,13,713.76
2025-10-24,1273,15,370.15
2025-10-25,4330,16,468.32
2025-10-26,4955,12,980.05
2025-10-27,2640,2,457.25
2025-10-28,2684,20,305.34
2025-10-29,4846,10,235.13
2025-10-30,6848,20,746.05
2025-10-31,3548,8,272.42
2025-11-01,5094,15,116.79
2025-11-02,1764,18,219.22
2025-11-03,5377,7,948.48
2025-11-04,1993,12,678.04
2025-11-05,4498,19,264.31
2025-11-06,4441,5,954.75
2025-11-07,2606,17,805.73
2025-11-08,7520,10,668.18
2025-11-09,5022,11,748.68
2025-11-10,1395,10,301.14
2025-11-11,6900,16,458.28
2025-11-12,1514,7,756.9
2025-11-13,1815,7,180.24
2025-11-14,1718,17,695.44
2025-11-15,3588,6,724.66
2025-11-16,6076,12,295.72
2025-11-17,2602,3,299.28
2025-11-18,7626,7,955.62
2025-11-19,2506,2,807.1
2025-11-20,6943,12,933.22
2025-11-21,9486,17,500.79
2025-11-22,9745,13,334.36
2025-11-23,9276,14,248.21
2025-11-24,7935,16,889.39
2025-11-25,7996,1,254.49
2025-11-26,1075,3,711.65
2025-11-27,3062,11,283.11
2025-11-28,8820,2,802.53
2025-11-29,4710,9,996.8
2025-11-30,8871,2,962.93
2025-12-01,9629,2,875.61
2025-12-02,4849,18,130.16
2025-12-03,5333,16,623.34
2025-12-04,6626,8,964.71
2025-12-05,5832,20,132.47
2025-12-06,5945,9,717.73
2025-12-07,6199,7,742.76
2025-12-08,6379,3,736.68
2025-12-09,9758,19,832.08
2025-12-10,7482,11,645.54
2025-12-11,5157,13,340.51
2025-12-12,2767,6,917.79
2025-12-13,5108,6,667.58
2025-12-14,8345,16,531.08
2025-12-15,3194,18,752.96
2025-12-16,1827,15,601.61
2025-12-17,2131,10,819.04
2025-12-18,6821,11,681.19
2025-12-19,8672,15,690.27
2025-12-20,4857,19,503.65
2025-12-21,1246,11,365.13
2025-12-22,9583,3,569.64
2025-12-23,7065,5,190.37
2025-12-24,6358,11,759.62
2025-12-25,2933,8,278.4
2025-12-26,2176,6,473.81
2025-12-27,1652,14,585.09
2025-12-28,7168,8,554.63
2025-12-29,4868,5,958.03
2025-12-30,9738,16,811.5
2025-12-31,6804,6,551.56
2026-01-01,3782,10,943.22
2026-01-02,9645,5,784.39
2026-01-03,1771,2,728.27
2026-01-04,3301,18,159.92
2026-01-05,4833,7,509.94
2026-01-06,2081,1,208.5
2026-01-07,4008,12,258.47
2026-01-08,8272,17,719.63
2026-01-09,9941,16,140.49
2026-01-10,4162,2,142.06
2026-01-11,9807,16,473.15
2026-01-12,2482,8,330.98
2026-01-13,7831,8,164.5
2026-01-14,8185,12,221.91
2026-01-15,5479,8,945.01
2026-01-16,3011,6,519.72
2026-01-17,4617,5,705.73
2026-01-18,7566,3,343.0
2026-01-19,9047,13,925.32
2026-01-20,9292,15,376.4
2026-01-21,5170,13,730.93
2026-01-22,7194,20,381.02
2026-01-23,6875,20,256.07
2026-01-24,1709,6,185.59
2026-01-25,3026,17,162.57
2026-01-26,2466,11,321.15
2026-01-27,3438,6,544.2
2026-01-28,4136,11,230.99
2026-01-29,6575,1,503.57
2026-01-30,6886,10,935.4
2026-01-31,2224,5,252.72
2026-02-01,6251,3,928.51
2026-02-02,2933,5,641.86
2026-02-03,5704,17,186.85
2026-02-04,3922,14,287.05
2026-02-05,3053,11,694.16
2026-02-06,3303,10,971.1
2026-02-07,2215,12,462.19
2026-02-08,9129,12,890.63
2026-02-09,7424,15,806.72
2026-02-10,9221,7,535.17
2026-02-11,1838,13,965.04
2026-02-12,3740,13,367.46
2026-02-13,2325,2,439.66
2026-02-14,5776,15,543.19
2026-02-15,7892,5,132.71
2026-02-16,5117,12,946.97
2026-02-17,7456,12,410.57
2026-02-18,1448,6,112.02
2026-02-19,6408,14,499.58
2026-02-20,2296,12,657.13
2026-02-21,5396,12,286.28
2026-02-22,9534,10,561.65
2026-02-23,9156,4,583.01
2026-02-24,5023,12,173.78
2026-02-25,7851,5,565.44
2026-02-26,3665,13,233.1
2026-02-27,3576,7,792.12
2026-02-28,3193,8,248.58
2026-03-01,9622,6,675.34
2026-03-02,4691,11,717.7
2026-03-03,1929,15,482.24
2026-03-04,7371,5,341.9
2026-03-05,6926,12,474.01
2026-03-06,6617,15,399.37
2026-03-07,9653,19,199.63
2026-03-08,8663,2,715.95
2026-03-09,3378,12,340.09
2026-03-10,2978,5,501.39
2026-03-11,1612,6,569.51
2026-03-12,9266,17,427.61
2026-03-13,5331,11,138.94
2026-03-14,6626,10,135.12
2026-03-15,2692,17,644.72
2026-03-16,9353,5,972.09
2026-03-17,4670,2,833.11
2026-03-18,9438,15,814.35
2026-03-19,2510,8,707.01
2026-03-20,6454,15,373.75
2026-03-21,4360,14,773.08
2026-03-22,9537,11,731.96
2026-03-23,3908,3,315.72
2026-03-24,1771,17,469.3
2026-03-25,5956,10,254.35
2026-03-26,8795,4,131.49
2026-03-27,8171,11,389.62
2026-03-28,8184,17,987.72
2026-03-29,3392,14,894.67
2026-03-30,2771,7,504.31
2026-03-31,4194,2,243.61
2026-04-01,1274,9,654.48
2026-04-02,9355,6,618.53
2026-04-03,5000,5,896.44
2026-04-04,7517,9,152.99
2026-04-05,2593,9,358.87
2026-04-06,2513,3,572.03
2026-04-07,5528,3,452.2
2026-04-08,2607,1,816.88
2026-04-09,5776,18,572.32
2026-04-10,4608,18,984.69
2026-04-11,9525,1,792.13
2026-04-12,2132,10,586.34
2026-04-13,4634,19,137.62
2026-04-14,8520,19,660.27
2026-04-15,5278,15,975.22
2026-04-16,7971,20,951.98
2026-04-17,8961,13,934.48
2026-04-18,8252,10,561.22
2026-04-19,9558,18,494.73
2026-04-20,4479,4,111.31
2026-04-21,1516,9,199.79
2026-04-22,5700,14,497.85
2026-04-23,7307,12,456.06
2026-04-24,8552,12,499.19
2026-04-25,3112,16,522.23
2026-04-26,8608,20,828.15
2026-04-27,1335,7,175.32
2026-04-28,4456,5,938.52
2026-04-29,8659,4,345.54
2026-04-30,5485,17,934.43
2026-05-01,2461,16,341.44
2026-05-02,8008,2,561.58
2026-05-03,5015,18,290.4
2026-05-04,2884,13,751.57
2026-05-05,9143,16,815.87
2026-05-06,1325,10,701.19
2026-05-07,4600,20,636.82
2026-05-08,9206,6,717.79
2026-05-09,5617,15,670.55
2026-05-10,1160,7,214.42
2026-05-11,5018,13,749.92
2026-05-12,7705,15,994.77
2026-05-13,3113,11,786.92
2026-05-14,5986,8,646.94
2026-05-15,4504,2,721.76
2026-05-16,3379,8,847.93
2026-05-17,4101,16,508.03
2026-05-18,2945,9,131.58
2026-05-19,6778,7,432.32
2026-05-20,9060,8,807.18
2026-05-21,9592,4,488.4
2026-05-22,8211,7,995.11
