date,product_id,quantity,price
2024-08-19,3336,18,944.67
2024-08-20,2816,16,391.88
2024-08-21,5095,7,285.64
2024-08-22,1133,11,689.79
2024-08-23,7640,1,815.16
2024-08-24,9382,9,559.55
2024-08-25,9051,1,254.41
2024-08-26,9988,18,387.09
2024-08-27,7659,1,192.99
2024-08-28,4259,3,635.26
2024-08-29,9996,10,821.71
2024-08-30,5191,16,986.0
2024-08-31,8868,18,918.69
2024-09-01,3159,19,685.11
2024-09-02,3867,13,991.76
2024-09-03,2047,7,554.28
2024-09-04,9181,1,481.93
2024-09-05,8252,6,328.69
2024-09-06,3222,17,388.51
2024-09-07,9209,1,804.98
2024-09-08,7947,10,181.87
2024-09-09,3125,12,704.71
2024-09-10,7153,3,990.14
2024-09-11,4015,8,286.59
2024-09-12,9230,17,422.14
2024-09-13,5044,12,603.23
2024-09-14,1020,4,980.65
2024-09-15,3782,17,714.61
2024-09-16,1585,1,350.57
2024-09-17,4748,17,608.36
2024-09-18,4934,9,748.34
2024-09-19,4574,4,302.07
2024-09-20,6154,3,590.24
2024-09-21,4070,14,965.39
2024-09-22,2365,14,635.27
2024-09-23,5536,2,218.0
2024-09-24,9262,3,663.91
2024-09-25,7977,7,662.74
2024-09-26,2574,18,439.87
2024-09-27,5035,13,850.39
2024-09-28,6992,4,875.21
2024-09-29,7112,4,319.64
2024-09-30,2119,18,294.44
2024-10-01,2497,20,224.9
2024-10-02,1229,1,296.87
2024-10-03,6699,12,215.89
2024-10-04,7328,12,287.57
2024-10-05,9936,3,434.59
2024-10-06,2620,2,891.4
2024-10-07,9610,1,287.66
2024-10-08,7539,20,363.54
2024-10-09,6519,19,363.28
2024-10-10,5054,14,530.32
2024-10-11,8715,15,795.64
2024-10-12,2757,6,382.16
2024-10-13,8506,12,530.23
2024-10-14,3368,17,445.98
2024-10-15,4397,19,551.05
2024-10-16,1292,3,978.26
2024-10-17,3434,10,651.75
2024-10-18,8417,12,231.48
2024-10-19,3817,19,469.48
2024-10-20,1126,14,233.37
2024-10-21,3707,7,835.17
2024-10-22,6503,16,298.94
2024-10-23,2335,9,304.41
2024-10-24,8895,6,207.83
2024-10-25,1570,5,234.48
2024-10-26,3033,11,306.49
2024-10-27,3118,9,847.08
2024-10-28,3026,7,280.44
2024-10-29,4953,7,479.49
2024-10-30,5974,14,505.32
2024-10-31,1525,18,748.28
2024-11-01,4368,10,458.68
2024-11-02,4120,7,535.7
2024-11-03,3549,15,650.12
2024-11-04,5350,10,470.07
2024-11-05,3652,16,202.09
2024-11-06,6632,15,840.41
2024-11-07,1412,1,199.44
2024-11-08,2730,20,709.54
2024-11-09,1792,3,150.45
2024-11-10,9457,9,460.87
2024-11-11,2906,16,747.36
2024-11-12,6210,14,507.12
2024-11-13,5439,20,280.14
2024-11-14,1548,8,559.85
2024-11-15,6422,7,391.16
2024-11-16,3838,4,872.56
2024-11-17,8553,15,570.78
2024-11-18,1961,17,695.52
2024-11-19,5739,3,764.66
2024-11-20,3191,6,390.83
2024-11-21,1606,12,324.06
2024-11-22,7228,19,191.74
2024-11-23,4200,14,694.09
2024-11-24,8098,8,918.07
2024-11-25,2511,20,873.44
2024-11-26,1184,8,552.95
2024-11-27,3358,17,471.14
2024-11-28,1279,17,411.64
2024-11-29,5862,3,239.94
2024-11-30,7750,11,350.36
2024-12-01,5806,16,536.74
2024-12-02,6407,9,482.24
2024-12-03,9133,7,629.79
2024-12-04,8912,18,512.46
2024-12-05,2576,20,394.66
2024-12-06,6707,4,526.97
2024-12-07,1212,16,663.22
2024-12-08,8065,7,563.86
2024-12-09,8609,18,457.01
2024-12-10,1060,12,667.12
2024-12-11,5405,4,824.36
2024-12-12,4496,3,937.46
2024-12-13,6915,18,386.45
2024-12-14,1167,3,818.02
2024-12-15,8735,5,163.71
2024-12-16,4323,13,394.97
2024-12-17,6445,8,976.27
2024-12-18,1258,5,587.08
2024-12-19,4980,13,927.57
2024-12-20,3935,8,809.83
2024-12-21,5159,9,275.56
2024-12-22,5673,5,727.01
2024-12-23,2956,16,503.73
2024-12-24,2300,5,786.66
2024-12-25,2302,3,686.76
2024-12-26,5127,13,814.93
2024-12-27,8051,6,675.76
2024-12-28,1796,20,531.26
2024-12-29,6363,7,270.35
2024-12-30,1135,19,825.35
2024-12-31,7081,4,135.86
2025-01-01,3390,2,857.37
2025-01-02,1538,5,870.32
2025-01-03,2607,14,340.67
2025-01-04,6121,14,667.62
2025-01-05,4110,17,367.94
2025-01-06,8068,6,540.47
2025-01-07,1879,10,793.35
2025-01-08,9870,16,567.24
2025-01-09,3907,12,855.27
2025-01-10,7154,14,660.71
2025-01-11,8041,17,598.1
2025-01-12,8941,6,432.77
2025-01-13,4503,11,647.56
2025-01-14,5414,18,222.09
2025-01-15,6398,13,126.37
2025-01-16,4413,10,298.4
2025-01-17,5979,1,851.65
2025-01-18,5081,5,600.55
2025-01-19,9875,11,507.33
2025-01-20,7768,20,506.0
2025-01-21,7838,11,111.59
2025-01-22,2977,20,344.15
2025-01-23,5371,4,747.58
2025-01-24,5604,12,950.08
2025-01-25,5417,18,392.12
2025-01-26,3912,17,770.08
2025-01-27,5407,5,136.66
2025-01-28,7041,18,126.91
2025-01-29,5005,10,553.7
2025-01-30,4513,5,732.31
2025-01-31,5410,15,492.82
2025-02-01,6065,10,542.17
2025-02-02,5968,8,596.43
2025-02-03,6134,10,949.45
2025-02-04,9434,15,379.1
2025-02-05,7924,8,504.78
2025-02-06,6183,8,801.07
2025-02-07,8069,14,647.71
2025-02-08,1341,15,202.84
2025-02-09,6407,2,835.81
2025-02-10,5760,3,743.79
2025-02-11,5350,8,276.65
2025-02-12,8752,13,952.43
2025-02-13,1805,2,644.33
2025-02-14,5548,3,613.59
2025-02-15,1807,4,952.68
2025-02-16,6419,7,330.13
2025-02-17,6741,1,905.69
2025-02-18,4702,7,436.63
2025-02-19,4900,5,196.79
2025-02-20,5557,11,767.82
2025-02-21,6615,6,524.33
2025-02-22,7308,9,855.91
2025-02-23,9247,15,295.16
2025-02-24,7306,17,436.28
2025-02-25,5653,13,716.47
2025-02-26,3152,13,510.57
2025-02-27,1581,12,527.33
2025-02-28,6296,13,314.56
2025-03-01,6578,9,567.94
2025-03-02,4954,15,980.08
2025-03-03,6800,17,249.45
2025-03-04,8810,14,517.89
2025-03-05,1069,10,359.05
2025-03-06,3179,6,492.14
2025-03-07,8818,20,984.04
2025-03-08,5221,5,442.4
2025-03-09,5311,11,831.19
2025-03-10,5555,16,113.0
2025-03-11,1855,8,308.6
2025-03-12,1951,2,318.62
2025-03-13,3851,1,451.93
2025-03-14,8343,3,302.55
2025-03-15,4441,6,725.06
2025-03-16,4276,11,545.07
2025-03-17,8100,3,907.48
2025-03-18,6292,16,861.39
2025-03-19,7097,10,649.92
2025-03-20,4444,14,679.9
2025-03-21,5862,16,613.84
2025-03-22,8171,11,154.73
2025-03-23,5966,18,143.96
2025-03-24,1690,14,503.4
2025-03-25,3972,14,593.36
2025-03-26,9148,3,664.95
2025-03-27,7526,18,186.83
2025-03-28,1824,15,755.67
2025-03-29,3494,15,693.97
2025-03-30,2962,6,806.19
2025-03-31,1354,20,209.29
2025-04-01,4098,19,199.96
2025-04-02,9378,20,580.12
2025-04-03,3075,6,846.83
2025-04-04,6900,13,196.46
2025-04-05,1161,14,774.61
2025-04-06,7866,10,695.53
2025-04-07,6235,12,647.88
2025-04-08,5835,19,109.24
2025-04-09,4801,19,987.13
2025-04-10,3423,20,865.23
2025-04-11,5291,13,536.87
2025-04-12,4951,1,476.24
2025-04-13,7207,8,520.72
2025-04-14,4761,14,729.23
2025-04-15,4044,14,503.7
2025-04-16,5584,15,916.72
2025-04-17,2735,14,328.37
2025-04-18,5475,20,329.56
2025-04-19,1046,13,454.52
2025-04-20,5168,18,320.83
2025-04-21,4797,11,373.91
2025-04-22,7381,15,319.66
2025-04-23,7435,12,832.27
2025-04-24,7427,5,345.32
2025-04-25,5591,19,297.24
2025-04-26,5700,6,127.07
2025-04-27,7143,17,753.37
2025-04-28,3876,7,146.18
2025-04-29,7865,9,875.01
2025-04-30,2809,13,534.63
2025-05-01,2184,12,375.72
2025-05-02,7897,19,339.12
2025-05-03,6055,15,892.5
2025-05-04,3984,6,421.33
2025-05-05,2423,1,986.29
2025-05-06,4968,8,839.6
2025-05-07,6887,3,672.03
2025-05-08,7807,3,971.77
2025-05-09,5343,7,485.14
2025-05-10,8555,9,508.65
2025-05-11,5733,20,690.64
2025-05-12,8619,2,536.79
2025-05-13,1815,12,160.07
2025-05-14,3534,18,881.02
2025-05-15,7765,12,627.7
2025-05-16,4732,8,178.58
2025-05-17,3298,3,913.41
2025-05-18,9316,20,494.05
2025-05-19,8966,10,174.72
2025-05-20,7998,8,485.15
2025-05-21,1698,9,245.97
2025-05-22,3865,17,810.73
2025-05-23,1037,2,362.79
2025-05-24,2265,5,611.78
2025-05-25,7901,1,449.39
2025-05-26,6388,3,839.79
2025-05-27,6970,14,860.35
2025-05-28,3287,12,560.13
2025-05-29,1301,7,199.96
2025-05-30,2098,15,384.56
2025-05-31,3109,19,656.06
2025-06-01,5767,11,236.83
2025-06-02,3667,7,421.96
2025-06-03,2468,19,588.43
2025-06-04,7976,14,248.28
2025-06-05,3202,4,143.71
2025-06-06,5831,13,827.38
2025-06-07,7409,11,947.65
2025-06-08,8385,14,761.35
2025-06-09,5702,9,911.99
2025-06-10,7874,14,145.62
2025-06-11,4005,1,277.82
2025-06-12,4749,14,749.05
2025-06-13,4067,18,214.39
2025-06-14,7786,4,542.5
2025-06-15,1930,5,797.45
2025-06-16,6966,6,281.22
2025-06-17,3068,2,631.44
2025-06-18,7905,6,833.38
2025-06-19,8142,7,565.73
2025-06-20,6504,19,733.94
2025-06-21,7621,7,229.01
2025-06-22,5533,10,231.64
2025-06-23,5665,18,717.36
2025-06-24,4227,10,868.21
2025-06-25,5025,17,678.25
2025-06-26,8362,1,113.34
2025-06-27,4677,6,775.26
2025-06-28,5913,19,754.15
2025-06-29,7019,13,364.41
2025-06-30,5811,8,831.3
2025-07-01,3506,1,233.48
2025-07-02,1347,11,151.94
2025-07-03,4614,18,124.34
2025-07-04,1410,12,894.28
2025-07-05,8829,2,474.6
2025-07-06,7213,20,175.26
2025-07-07,7895,5,976.82
2025-07-08,3649,4,177.71
2025-07-09,9483,16,247.25
2025-07-10,1772,6,673.89
2025-07-11,7600,1,748.09
2025-07-12,9107,14,863.3
2025-07-13,1343,2,683.21
2025-07-14,5971,14,746.57
2025-07-15,4679,20,794.51
2025-07-16,8182,14,929.45
2025-07-17,7502,14,994.52
2025-07-18,8002,17,668.96
2025-07-19,9781,16,179.53
2025-07-20,7828,7,268.11
2025-07-21,4640,2,437.74
2025-07-22,7018,4,632.48
2025-07-23,6166,7,621.64
2025-07-24,7308,12,591.95
2025-07-25,2027,6,700.5
2025-07-26,2628,6,273.76
2025-07-27,3482,17,973.22
2025-07-28,5505,15,919.3
2025-07-29,3318,3,195.82
2025-07-30,1781,19,172.09
2025-07-31,1572,15,114.24
2025-08-01,4170,9,843.52
2025-08-02,9188,3,230.65
2025-08-03,9975,17,558.2
2025-08-04,5718,15,213.57
2025-08-05,7082,6,852.53
2025-08-06,4804,20,707.36
2025-08-07,8101,2,283.42
2025-08-08,7962,7,683.48
2025-08-09,4459,4,397.19
2025-08-10,9320,14,501.12
2025-08-11,8693,15,854.58
2025-08-12,4356,14,442.85
2025-08-13,6548,7,787.81
2025-08-14,1908,10,923.2
2025-08-15,7143,10,580.56
2025-08-16,5413,9,431.51
2025-08-17,4669,5,740.91
2025-08-18,4521,19,859.47
2025-08-19,6943,17,148.5
2025-08-20,2776,13,331.71
2025-08-21,2228,14,965.0
2025-08-22,2367,16,795.09
2025-08-23,3786,17,304.45
2025-08-24,9542,16,791.21
2025-08-25,2943,1,263.97
2025-08-26,8134,15,287.84
2025-08-27,4900,20,836.4
2025-08-28,2075,10,863.08
2025-08-29,7358,14,691.75
2025-08-30,9284,15,543.0
2025-08-31,7654,18,275.86
2025-09-01,3693,4,905.29
2025-09-02,9201,18,902.49
2025-09-03,3378,13,323.66
2025-09-04,6183,20,860.8
2025-09-05,9487,14,865.41
2025-09-06,3470,10,770.08
2025-09-07,8284,7,827.4
2025-09-08,3402,18,938.81
2025-09-09,2933,12,503.92
2025-09-10,7605,10,782.72
2025-09-11,6285,9,124.02
2025-09-12,9492,17,664.37
2025-09-13,1385,13,174.53
2025-09-14,4676,6,303.55
2025-09-15,3303,2,397.79
2025-09-16,1588,8,996.59
2025-09-17,6913,3,176.04
2025-09-18,1530,6,432.46
2025-09-19,9841,10,138.32
2025-09-20,3346,2,714.29
2025-09-21,3453,16,425.83
2025-09-22,2075,20,590.05
2025-09-23,4276,20,541.17
2025-09-24,8735,7,459.94
2025-09-25,4651,14,449.76
2025-09-26,9737,20,746.87
2025-09-27,2521,8,606.37
2025-09-28,9030,2,764.78
2025-09-29,7935,12,706.82
2025-09-30,9389,4,931.24
2025-10-01,6719,7,732.82
2025-10-02,1168,16,406.93
2025-10-03,2464,5,624.15
2025-10-04,6487,17,945.98
2025-10-05,2048,2,544.19
2025-10-06,1200,3,387.98
2025-10-07,5015,7,560.74
2025-10-08,9186,7,561.91
2025-10-09,8630,16,918.13
2025-10-10,8948,12,767.72
2025-10-11,7771,7,210.97
2025-10-12,6693,15,384.29
2025-10-13,1285,12,937.41
2025-10-14,6225,19,471.96
2025-10-15,2639,3,274.22
2025-10-16,8622,7,220.49
2025-10-17,1239,1,399.86
2025-10-18,7629,16,666.11
2025-10-19,7592,16,537.47
2025-10-20,8975,14,546.55
2025-10-21,5417,17,647.96
2025-10-22,3352,6,897.43
2025-10-23,5309,5,996.03
2025-10-24,4112,17,491.26
2025-10-25,4577,9,115.05
2025-10-26,1459,5,581.41
2025-10-27,5940,6,117.41
2025-10-28,4800,16,540.03
2025-10-29,4670,11,683.71
2025-10-30,8854,15,402.45
2025-10-31,9523,8,254.72
2025-11-01,6471,8,198.68
2025-11-02,3033,14,974.11
2025-11-03,8374,4,857.96
2025-11-04,4816,7,632.84
2025-11-05,5147,13,793.21
2025-11-06,1027,9,986.27
2025-11-07,3873,3,169.9
2025-11-08,5353,16,496.8
2025-11-09,6321,13,337.56
2025-11-10,2514,5,663.31
2025-11-11,7879,14,464.99
2025-11-12,7810,19,378.15
2025-11-13,9393,6,822.43
2025-11-14,9403,2,871.45
2025-11-15,8685,1,454.96
2025-11-16,6985,7,427.24
2025-11-17,2701,13,673.41
2025-11-18,6917,17,742.24
2025-11-19,7908,6,102.64
2025-11-20,3436,5,102.64
2025-11-21,3532,9,931.3
2025-11-22,6172,17,973.87
2025-11-23,7438,14,442.84
2025-11-24,8515,6,325.72
2025-11-25,4132,19,969.29
2025-11-26,1500,20,300.93
2025-11-27,6930,18,742.96
2025-11-28,4193,8,987.23
2025-11-29,5941,4,705.9
2025-11-30,9673,11,581.04
2025-12-01,1146,15,246.85
2025-12-02,2930,13,861.25
2025-12-03,1109,12,322.78
2025-12-04,5799,13,558.38
2025-12-05,5111,10,397.19
2025-12-06,3774,4,750.98
2025-12-07,5089,18,371.46
2025-12-08,1145,20,318.83
2025-12-09,1077,19,433.92
2025-12-10,6529,19,788.09
2025-12-11,4907,18,817.68
2025-12-12,2279,1,279.49
2025-12-13,9433,3,839.52
2025-12-14,6300,7,865.03
2025-12-15,5178,15,395.26
2025-12-16,4454,9,643.15
2025-12-17,5580,14,834.44
2025-12-18,1105,13,396.02
2025-12-19,2969,10,155.97
2025-12-20,6658,18,939.7
2025-12-21,1213,5,538.88
2025-12-22,4184,6,991.97
2025-12-23,4453,6,760.87
2025-12-24,6972,14,402.01
2025-12-25,4505,19,155.61
2025-12-26,4178,13,600.41
2025-12-27,1061,7,508.92
2025-12-28,6474,13,922.64
2025-12-29,7819,17,160.71
2025-12-30,8025,13,852.34
2025-12-31,8687,10,519.6
2026-01-01,8297,17,301.46
2026-01-02,5165,8,155.94
2026-01-03,9103,6,100.59
2026-01-04,8563,2,501.29
2026-01-05,1446,7,743.64
2026-01-06,9318,9,404.26
2026-01-07,3714,20,518.83
2026-01-08,4438,15,560.82
2026-01-09,4626,10,238.95
2026-01-10,2022,16,411.73
2026-01-11,8195,3,159.22
2026-01-12,4603,12,263.89
2026-01-13,4024,20,964.44
2026-01-14,7571,14,512.32
2026-01-15,8018,19,899.06
2026-01-16,9049,19,783.88
2026-01-17,3880,4,293.77
2026-01-18,4240,18,135.14
2026-01-19,1378,6,477.58
2026-01-20,5551,18,726.98
2026-01-21,3881,7,316.97
2026-01-22,5865,17,501.41
2026-01-23,7576,13,237.2
2026-01-24,3015,20,744.3
2026-01-25,8846,4,293.93
2026-01-26,4426,18,612.75
2026-01-27,5757,13,344.22
2026-01-28,6749,5,267.39
2026-01-29,4692,14,326.03
2026-01-30,1054,6,712.52
2026-01-31,1365,14,459.46
2026-02-01,7506,10,299.14
2026-02-02,5944,17,498.71
2026-02-03,4008,19,275.22
2026-02-04,8818,9,434.18
2026-02-05,3212,12,729.83
2026-02-06,2618,9,110.71
2026-02-07,3587,4,268.64
2026-02-08,7906,1,674.6
2026-02-09,6304,15,452.01
2026-02-10,8572,12,509.63
2026-02-11,3302,6,708.64
2026-02-12,7506,15,419.48
2026-02-13,3591,18,610.52
2026-02-14,6141,1,399.79
2026-02-15,2310,12,196.64
2026-02-16,3565,16,125.77
2026-02-17,9866,20,498.61
2026-02-18,9550,14,578.83
2026-02-19,2337,14,506.36
2026-02-20,9051,14,772.7
2026-02-21,5845,4,309.75
2026-02-22,1393,7,605.7
2026-02-23,4667,9,871.52
2026-02-24,3722,1,875.48
2026-02-25,6242,15,904.54
2026-02-26,2492,15,119.07
2026-02-27,3745,17,538.12
2026-02-28,3653,14,346.97
2026-03-01,8139,20,768.9
2026-03-02,1195,12,240.96
2026-03-03,5638,3,426.18
2026-03-04,3832,19,356.98
2026-03-05,1960,10,432.79
2026-03-06,3760,12,352.34
2026-03-07,6221,6,329.09
2026-03-08,5769,13,618.51
2026-03-09,4792,17,311.93
2026-03-10,9495,1,657.77
2026-03-11,5937,19,243.26
2026-03-12,5856,6,562.05
2026-03-13,5989,15,170.73
2026-03-14,8046,15,659.39
2026-03-15,2736,14,442.54
2026-03-16,1498,16,457.04
2026-03-17,7845,14,225.65
2026-03-18,8570,10,849.54
2026-03-19,7591,1,259.99
2026-03-20,2536,8,116.53
2026-03-21,9362,12,428.7
2026-03-22,2390,18,771.46
2026-03-23,6699,2,266.64
2026-03-24,5201,19,214.17
2026-03-25,8858,17,590.95
2026-03-26,8796,13,872.91
2026-03-27,2623,16,609.23
2026-03-28,9967,7,327.3
2026-03-29,4378,3,737.21
2026-03-30,9528,8,528.26
2026-03-31,9437,20,691.08
2026-04-01,6358,19,911.64
2026-04-02,3933,1,174.24
2026-04-03,3557,16,106.01
2026-04-04,8081,16,655.61
2026-04-05,5924,20,902.13
2026-04-06,2546,3,360.12
2026-04-07,9620,2,856.32
2026-04-08,9633,16,250.62
2026-04-09,5335,7,816.73
2026-04-10,5334,3,249.31
2026-04-11,1560,15,105.56
2026-04-12,3450,10,330.52
2026-04-13,4236,12,829.27
2026-04-14,8223,6,333.86
2026-04-15,3654,9,183.56
2026-04-16,2870,14,470.51
2026-04-17,6286,2,836.94
2026-04-18,1903,14,410.13
2026-04-19,7132,11,443.7
2026-04-20,2985,15,557.51
2026-04-21,1291,4,882.88
2026-04-22,3797,4,806.34
2026-04-23,3466,10,478.12
2026-04-24,7167,8,938.39
2026-04-25,1527,1,164.52
2026-04-26,4417,6,535.8
2026-04-27,4349,12,371.01
2026-04-28,9343,14,239.02
2026-04-29,2084,5,488.9
2026-04-30,7652,17,807.12
2026-05-01,7820,14,503.96
2026-05-02,4139,15,814.64
2026-05-03,1745,8,624.38
2026-05-04,9073,3,914.95
2026-05-05,8229,9,184.27
2026-05-06,9327,15,565.34
2026-05-07,8242,11,682.96
2026-05-08,5378,11,839.45
2026-05-09,5126,10,556.83
2026-05-10,5824,16,233.48
2026-05-11,1983,9,813.75
2026-05-12,3918,14,562.54
2026-05-13,9426,10,460.61
2026-05-14,8959,16,953.58
2026-05-15,8795,16,433.36
2026-05-16,2516,3,924.34
2026-05-17,8979,11,633.56
2026-05-18,7598,10,723.77
2026-05-19,7345,16,511.76
2026-05-20,8630,10,530.8
2026-05-21,3992,20,941.03
2026-05-22,4218,2,212.04
